date,greedy_planned_cost_without_€,greedy_planned_cost_with_€,greedy_realized_cost_without_€,greedy_realized_cost_with_€,greedy_realized_savings_€,greedy_realized_savings_%,battery_kWh,max_rate_kW,charge_efficiency,discharge_efficiency,lp_planned_cost_without_€,lp_planned_cost_with_€,lp_realized_cost_without_€,lp_realized_cost_with_€,lp_realized_savings_€,lp_realized_savings_%,rolling_3d_realized_cost_without_€,rolling_3d_realized_cost_with_€,rolling_3d_realized_savings_€,rolling_3d_realized_savings_%
2010-05-03,4.7364,3.6123,0.6049,0.69,-0.0851,-14.1,10.0,2.5,0.95,0.95,0.6593,0.4256,0.6049,0.5143,0.0906,15.0,2.3222,2.065,0.2572,11.1
