epoch,step,train_loss,val_loss
0,9,0.6568686016931402,
0,19,0.6229388292642186,
0,29,0.5827329845883988,
0,39,0.652824481750725,
0,49,0.6348769924485498,
0,59,0.5288507857387066,
0,69,0.5943830120107496,
0,79,0.5345057635913899,
0,89,0.5534019680771215,
0,99,0.5266345869061884,
0,109,0.5611058396124844,
0,119,0.5776152912754763,
0,129,0.5065152445624153,
0,139,0.5579512856665891,
0,149,0.5704695479625941,
0,159,0.49250512911348326,
0,169,0.5361105840994177,
0,179,0.5709006835033428,
0,189,0.5828871231091131,
0,199,0.5124957492188702,
0,209,0.529458684630414,
0,219,0.5524791680407032,
0,229,0.5319088857566784,
0,239,0.48891801762269227,
0,249,0.5850726841271311,
0,259,0.5648021639374139,
0,269,0.5346660935612022,
0,279,0.5200172882866364,
0,289,0.5363499799683427,
0,299,0.5153271127556325,
0,309,0.5464257793709396,
0,319,0.5159662409327517,
0,329,0.5243755996407171,
0,339,0.5103483061835029,
0,349,0.5737605194803503,
0,359,0.5119075051295108,
0,369,0.5230497555678519,
0,373,,0.5320899805788488
1,379,0.4783265000600113,
1,389,0.489873422618848,
1,399,0.5076568509012699,
1,409,0.5368067810291933,
1,419,0.5287130616321597,
1,429,0.47680325559973735,
1,439,0.4959871761473098,
1,449,0.4952624359120142,
1,459,0.4709135967814314,
1,469,0.5328741175471273,
1,479,0.4808475025141606,
1,489,0.5037901976708232,
1,499,0.520183414654242,
1,509,0.5244305247058861,
1,519,0.5095898295609342,
1,529,0.4986109359909179,
1,539,0.49663323377612595,
1,549,0.504931007124517,
1,559,0.5346670744743116,
1,569,0.5054016347062114,
1,579,0.4888017289822158,
1,589,0.5290373337841323,
1,599,0.5403901447852943,
1,609,0.45701381044932693,
1,619,0.5284959442752046,
1,629,0.5332607382029328,
1,639,0.5157933351074835,
1,649,0.5317159983593812,
1,659,0.464645257579417,
1,669,0.48004517844519146,
1,679,0.4786694137166374,
1,689,0.5051401658999439,
1,699,0.4716381573818956,
1,709,0.4612451136542308,
1,719,0.5115943327509818,
1,729,0.5319296302920817,
1,739,0.48503048789472647,
1,747,,0.5337617271937808
2,749,0.4849206293263862,
2,759,0.5364972780919584,
2,769,0.4764575742267614,
2,779,0.5593513332322957,
2,789,0.4915596310256143,
2,799,0.47388210362668226,
2,809,0.4681697613088961,
2,819,0.5038671781000502,
2,829,0.5063900310923742,
2,839,0.4949106290874785,
2,849,0.5169834417195568,
2,859,0.4921087760249306,
2,869,0.4756228790437356,
2,879,0.5045044007340379,
2,889,0.47706888521031027,
2,899,0.42771083321086323,
2,909,0.5048215460853439,
2,919,0.5187998083774795,
2,929,0.4730004240453689,
2,939,0.48210444257718665,
2,949,0.4783823980170331,
2,959,0.4768288387436677,
2,969,0.4420621985416978,
2,979,0.46097074493154155,
2,989,0.4729281709397329,
2,999,0.4796806637786446,
2,1009,0.43006232424100654,
2,1019,0.5031419965931079,
2,1029,0.4605230831488837,
2,1039,0.47868343509851663,
2,1049,0.5457360832416587,
2,1059,0.4446737768579182,
2,1069,0.516081117449367,
2,1079,0.506045437726176,
2,1089,0.43794964281133286,
2,1099,0.47463527762052254,
2,1109,0.47955983888996667,
2,1119,0.45814007469679696,
2,1121,,0.5340939620792914
3,1129,0.47623157699981944,
3,1139,0.4368472478486172,
3,1149,0.4046503144612631,
3,1159,0.44021453320708903,
3,1169,0.49473258195842035,
3,1179,0.5037067848866223,
3,1189,0.4648287231529436,
3,1199,0.41156997919668054,
3,1209,0.46126887149523466,
3,1219,0.4678064076022886,
3,1229,0.4613121461526691,
3,1239,0.4469961029913525,
3,1249,0.4667998212609291,
3,1259,0.49149493962248736,
3,1269,0.4774948760363191,
3,1279,0.4611992903264648,
3,1289,0.5249732513189043,
3,1299,0.4466065826196622,
3,1309,0.4752464251749249,
3,1319,0.44504757187375166,
3,1329,0.4297148564233241,
3,1339,0.40933668451217053,
3,1349,0.4907624664173085,
3,1359,0.4394365259529567,
3,1369,0.4382108448835578,
3,1379,0.4290516804910037,
3,1389,0.4758889434642707,
3,1399,0.4893390626335534,
3,1409,0.4433757416028237,
3,1419,0.47184294868368504,
3,1429,0.4500223122253855,
3,1439,0.45967990454665886,
3,1449,0.4666275414500297,
3,1459,0.45226085645251546,
3,1469,0.4404668239114665,
3,1479,0.4518855817087496,
3,1489,0.48147286348404295,
3,1495,,0.538122427064104
4,1499,0.4678096618799499,
4,1509,0.45913472920327225,
4,1519,0.4619968161957358,
4,1529,0.44309902606760804,
4,1539,0.45578460382956054,
4,1549,0.43790394605346006,
4,1559,0.49781878691210474,
4,1569,0.4628945982998112,
4,1579,0.4551957924961834,
4,1589,0.4121890398032287,
4,1599,0.43456757459282197,
4,1609,0.4101424757548762,
4,1619,0.4260025987669942,
4,1629,0.4053347708155304,
4,1639,0.46795823965816963,
4,1649,0.4450391560491589,
4,1659,0.4173888604142384,
4,1669,0.44078026002161785,
4,1679,0.41491046151463956,
4,1689,0.41841279112781155,
4,1699,0.4415541951458804,
4,1709,0.40892219230877513,
4,1719,0.45225676448577623,
4,1729,0.43559010514176527,
4,1739,0.4458142474436875,
4,1749,0.4451739740747647,
4,1759,0.44530046950603036,
4,1769,0.4639004137427559,
4,1779,0.435322717502737,
4,1789,0.4528098897905912,
4,1799,0.423802469558986,
4,1809,0.4306640849133303,
4,1819,0.4808536359373912,
4,1829,0.46251859317975463,
4,1839,0.45381652310567544,
4,1849,0.45012188011745613,
4,1859,0.43235633103393095,
4,1869,0.4781454860961845,
4,1869,,0.5366886113996042
5,1879,0.41052474701502384,
5,1889,0.4439800503036144,
5,1899,0.398364178900554,
5,1909,0.4476897062160866,
5,1919,0.43904490622609577,
5,1929,0.42037021792936347,
5,1939,0.43985289430564367,
5,1949,0.42227724137471434,
5,1959,0.46603733968138494,
5,1969,0.44155654585658116,
5,1979,0.38348528680233995,
5,1989,0.420069908323016,
5,1999,0.43096028043721946,
5,2009,0.4876242301909255,
5,2019,0.4609989043322038,
5,2029,0.4052404051513577,
5,2039,0.43738398718959404,
5,2049,0.4266559251050804,
5,2059,0.4098187460153875,
5,2069,0.4850862762131408,
5,2079,0.43165293919212877,
5,2089,0.4154992313139399,
5,2099,0.45416825286690937,
5,2109,0.4334694678701952,
5,2119,0.46386032489192164,
5,2129,0.3946372336500702,
5,2139,0.3882489545151896,
5,2149,0.4371288776608506,
5,2159,0.3913017096958809,
5,2169,0.4105843046326843,
5,2179,0.39585276650602097,
5,2189,0.4203005499131953,
5,2199,0.4018962551457524,
5,2209,0.41197889248738306,
5,2219,0.43591950536027557,
5,2229,0.40729759208668953,
5,2239,0.4208315033277539,
5,2243,,0.5389933001457339
6,2249,0.4011408249890214,
6,2259,0.40016359802580476,
6,2269,0.4316044345037114,
6,2279,0.390460267734271,
6,2289,0.41749402859127765,
6,2299,0.4314969535882745,
6,2309,0.4354560392056433,
6,2319,0.4073703390883163,
6,2329,0.39566338655047223,
6,2339,0.40250660188578014,
6,2349,0.4017383665408649,
6,2359,0.4136634028094781,
6,2369,0.3927142309230232,
6,2379,0.4144156457144277,
6,2389,0.44421195115143464,
6,2399,0.4007395392745828,
6,2409,0.4011909356246124,
6,2419,0.4437068117121489,
6,2429,0.41648218945071713,
6,2439,0.4139143258073701,
6,2449,0.39887611673732365,
6,2459,0.4171306872886912,
6,2469,0.4648398356419816,
6,2479,0.40439387375197045,
6,2489,0.4060959714268182,
6,2499,0.4273980445499051,
6,2509,0.4159668876347684,
6,2519,0.42999720733707536,
6,2529,0.4148605658488562,
6,2539,0.4344645701617016,
6,2549,0.392538295822211,
6,2559,0.40640162911752675,
6,2569,0.4232458735148042,
6,2579,0.40496029121849714,
6,2589,0.4134001591534038,
6,2599,0.415963041066029,
6,2609,0.4120595260113027,
6,2617,,0.5445812475598684
7,2619,0.3704035197681993,
7,2629,0.4218214410922978,
7,2639,0.4161233850800514,
7,2649,0.3914359460686616,
7,2659,0.4119191455017376,
7,2669,0.38531215429586335,
7,2679,0.43247279334631267,
7,2689,0.39742142288553334,
7,2699,0.389904413835766,
7,2709,0.40486113555157943,
7,2719,0.38631954780667305,
7,2729,0.38875787054277133,
7,2739,0.42434198409767965,
7,2749,0.41208915328041895,
7,2759,0.403987379126273,
7,2769,0.41773759387541864,
7,2779,0.37602055219680564,
7,2789,0.3770580085081197,
7,2799,0.4113117979213108,
7,2809,0.40760046731898614,
7,2819,0.4003957074275862,
7,2829,0.4184474753397949,
7,2839,0.3940031864081702,
7,2849,0.4226092273642881,
7,2859,0.3747668413482197,
7,2869,0.40015838470127774,
7,2879,0.4191240713970215,
7,2889,0.42957550983090603,
7,2899,0.4242410887844825,
7,2909,0.44756409068414227,
7,2919,0.38518262773063505,
7,2929,0.3954115763330542,
7,2939,0.4056956318347161,
7,2949,0.41751817730834073,
7,2959,0.42389560782205177,
7,2969,0.40823199679661715,
7,2979,0.4135316026435918,
7,2989,0.40177720821380414,
7,2991,,0.5382938960273987
8,2999,0.3753248085312354,
8,3009,0.38841321542904456,
8,3019,0.40081000947583184,
8,3029,0.3905008725437886,
8,3039,0.3962523840275141,
8,3049,0.3727074070047876,
8,3059,0.3589271593241663,
8,3069,0.4107850114344008,
8,3079,0.37796091315569813,
8,3089,0.3882942772460936,
8,3099,0.41339040642268793,
8,3109,0.37250735554809156,
8,3119,0.37395604827884715,
8,3129,0.4231617942920967,
8,3139,0.3760963965859992,
8,3149,0.3513801132946175,
8,3159,0.4301847189538413,
8,3169,0.3901045587981809,
8,3179,0.3960509860897315,
8,3189,0.3693042947796451,
8,3199,0.38663384893377645,
8,3209,0.40671437537659594,
8,3219,0.412373533438538,
8,3229,0.4123527432225106,
8,3239,0.3890073477185869,
8,3249,0.39600515110462436,
8,3259,0.3795334123136753,
8,3269,0.3752303404292772,
8,3279,0.4282245849061852,
8,3289,0.4131326520904445,
8,3299,0.3945251039143474,
8,3309,0.37603018948031575,
8,3319,0.39157479498549963,
8,3329,0.3776231428308311,
8,3339,0.3763891768974839,
8,3349,0.3779164078966664,
8,3359,0.4188571182244797,
8,3365,,0.5442508954058377
9,3369,0.3974884734859286,
9,3379,0.3728509277051335,
9,3389,0.3904133657158706,
9,3399,0.4201230935128134,
9,3409,0.39147134963910457,
9,3419,0.39669433349859007,
9,3429,0.39752414907655204,
9,3439,0.39407135733026455,
9,3449,0.40306499044264255,
9,3459,0.384203589752933,
9,3469,0.3755740574275076,
9,3479,0.3984770044165978,
